id,name,taxid,gender,dateofbirth,status,externalcode,isenriched,enrichedat,enrichedbt,createdat,createdby,updatedat,updatedby,ID_Pedido,Data_Pedido,Nome_do_Item,Quantidade,Categoria_Comida
2627,Pedro Teixeira,043.322.149-70,Female,1995-11-14,inactive,080DT4B4EM,False,,,2025-10-15T00:00:00,maria,2025-10-22T16:39:42,joao,1428,15/10/25,Ravioli de Queijo,3,Pizza
2628,Carlos Silva,513.981.460-79,Male,1976-12-22,active,CDWXRNYBWK,False,,,2025-10-24T00:00:00,data_engineer,2025-10-30T18:18:23,import_script,1429,24/10/25,Pizza Grande Margherita,3,Pizza
2629,Carlos Ribeiro,580.273.320-90,Female,1976-12-23,inactive,WXIDFD6RZW,True,2025-10-01T19:52:02,import_script,2025-11-05T00:00:00,data_engineer,2025-11-09T15:28:41,data_engineer,1430,05/11/25,Pizza Mussarela,2,Sobremesa
2630,Bruno Rocha,075.940.605-88,Female,1971-07-29,active,EFHU5424C2,True,2025-10-02T11:56:03,import_script,2025-09-14T00:00:00,import_script,2025-10-14T18:37:59,data_engineer,1431,14/09/25,Espaguete ao Alho e oleo,1,Pizza
2631,Bruno Fernandes,940.843.099-33,Female,1994-10-06,active,1QBG7DWARI,True,2025-10-09T01:05:52,ops_team,2025-10-13T00:00:00,data_engineer,2025-10-20T18:03:28,maria,1432,13/10/25,Lasanha Bolonhesa,1,Sobremesa
2632,Beatriz Barbosa,819.963.024-21,Female,1961-07-25,active,SD0UDYW0U1,False,,,2025-11-05T00:00:00,ops_team,2025-11-09T14:58:59,maria,1433,05/11/25,Pizza Mussarela,1,Pizza
2633,Camila Silva,861.323.908-15,Male,1963-05-02,pending,HIXIJD687P,True,2025-09-05T03:52:27,system,2025-09-29T00:00:00,maria,2025-10-12T21:38:08,system,1434,29/09/25,Espaguete ao Alho e oleo,3,Pizza
2634,Beatriz Oliveira,628.159.311-72,Male,1979-06-08,pending,PR996SIQ8L,False,,,2025-09-23T00:00:00,ops_team,2025-10-14T17:51:20,data_engineer,1435,23/09/25,Mousse de Chocolate,2,Sobremesa
2635,Rafael Santos,687.030.455-07,Male,1964-02-09,active,POQPUN96GB,False,,,2025-10-13T00:00:00,data_engineer,2025-11-09T14:51:33,system,1436,13/10/25,Pudim de Leite,3,Massas
2636,Camila Silva,640.670.609-84,Male,1962-04-30,pending,J7LLON9AK6,False,,,2025-09-09T00:00:00,system,2025-09-14T01:20:30,ops_team,1437,09/09/25,Pudim de Leite,2,Sobremesa
2637,Fernanda Mendonça,343.030.321-14,Female,1966-07-14,pending,HTY2P0MQ7R,False,,,2025-09-04T00:00:00,joao,2025-09-24T02:32:18,import_script,1438,04/09/25,Pizza Frango com Catupiry,2,Sobremesa
2638,Rafael Costa,638.344.885-79,Female,1964-06-25,active,WOFSFHLRHU,False,,,2025-08-30T00:00:00,ops_team,2025-08-31T19:17:02,import_script,1439,30/08/25,Pudim de Leite,2,Massas
2639,Maria Rocha,073.637.878-08,Male,1976-01-21,active,QZPXLJ2WMT,False,,,2025-09-20T00:00:00,system,2025-09-22T12:02:47,maria,1440,20/09/25,Sorvete Artesanal,1,Sobremesa
2640,Sofia Ribeiro,351.796.793-46,Male,1957-05-03,active,W2IV58MKG2,False,,,2025-09-16T00:00:00,import_script,2025-10-08T01:25:33,joao,1441,16/09/25,Ravioli de Queijo,3,Sobremesa
2641,João Dias,685.402.956-16,Female,2002-01-12,pending,KV13WR24PG,False,,,2025-10-07T00:00:00,maria,2025-10-13T18:47:26,maria,1442,07/10/25,Espaguete ao Alho e oleo,1,Pizza
2642,Lucas Gomes,833.479.813-36,Female,1967-03-04,active,L0A5ZRPLX5,True,2025-09-04T05:08:02,maria,2025-08-14T00:00:00,maria,2025-08-20T14:04:31,data_engineer,1443,14/08/25,Pudim de Leite,1,Pizza
2643,Sofia Dias,073.038.654-39,Male,1960-08-24,pending,I2H20R9XXZ,True,2025-09-04T01:50:40,joao,2025-09-25T00:00:00,joao,2025-10-22T17:05:45,joao,1444,25/09/25,Mousse de Chocolate,2,Sobremesa
2644,Pedro Souza,745.949.775-47,Male,1960-02-21,pending,2RZF3FLKAA,True,2025-09-19T09:05:03,joao,2025-09-05T00:00:00,system,2025-10-05T12:17:03,maria,1445,05/09/25,Lasanha Bolonhesa,3,Pizza
2645,Maria Ribeiro,384.274.122-81,Female,1974-01-28,inactive,0OFCC6ZATR,False,,,2025-11-07T00:00:00,data_engineer,2025-11-09T14:41:57,import_script,1446,07/11/25,Lasanha Bolonhesa,3,Sobremesa
2646,Sofia Rocha,111.145.798-19,Female,1997-08-31,active,79ELJOWZ0G,False,,,2025-10-27T00:00:00,ops_team,2025-11-09T15:03:13,joao,1447,27/10/25,Tiramisu,2,Sobremesa
2647,Bruno Mendonça,062.806.252-35,Male,1981-02-10,pending,CV6XTHNKV3,False,,,2025-10-19T00:00:00,system,2025-11-09T15:14:50,ops_team,1448,19/10/25,Espaguete ao Alho e oleo,2,Massas
2648,Bruno Costa,813.226.048-19,Male,1984-01-07,pending,P74K1BMBJG,False,,,2025-09-21T00:00:00,maria,2025-10-19T13:08:37,joao,1449,21/09/25,Lasanha Bolonhesa,2,Massas
2649,Fernanda Moraes,104.107.563-63,Male,1998-05-24,inactive,BYFEJHLKYN,False,,,2025-08-15T00:00:00,data_engineer,2025-09-01T15:43:16,maria,1450,15/08/25,Pizza Frango com Catupiry,1,Sobremesa
2650,Maria Rocha,361.789.036-23,Female,1972-07-16,inactive,JJ7KOVP5UO,False,,,2025-11-05T00:00:00,maria,2025-11-09T15:30:10,ops_team,1451,05/11/25,Tiramisu,1,Sobremesa
2651,Ana Almeida,527.090.741-59,Male,1956-02-07,pending,ZYNQZHP9HD,True,2025-09-01T18:31:33,system,2025-09-03T00:00:00,import_script,2025-09-22T14:23:50,system,1452,03/09/25,Lasanha Bolonhesa,2,Sobremesa
2652,Mariana Gomes,801.737.758-83,Female,2004-12-11,pending,UHX2ICZXME,False,,,2025-09-22T00:00:00,maria,2025-10-18T11:34:24,data_engineer,1453,22/09/25,Pizza Grande Margherita,1,Sobremesa
2653,Bruno Oliveira,600.182.719-67,Male,2001-11-07,pending,B3MF2MF1H6,False,,,2025-10-28T00:00:00,joao,2025-11-09T14:50:54,system,1454,28/10/25,Lasanha Bolonhesa,3,Pizza
2654,João Teixeira,699.394.875-42,Female,1977-07-25,inactive,B0KQWNY0NB,True,2025-09-22T16:55:23,import_script,2025-11-05T00:00:00,maria,2025-11-09T15:41:12,maria,1455,05/11/25,Sorvete Artesanal,3,Massas
2655,João Silva,135.151.049-18,Male,1994-12-14,pending,P6CFZUT89M,False,,,2025-09-12T00:00:00,maria,2025-09-19T08:28:33,import_script,1456,12/09/25,Pudim de Leite,1,Sobremesa
2656,Beatriz Rocha,489.863.978-22,Female,1969-07-23,inactive,D876GZA0EN,False,,,2025-09-21T00:00:00,import_script,2025-10-04T12:12:53,system,1457,21/09/25,Ravioli de Queijo,2,Sobremesa
2657,Mateus Pereira,855.922.408-97,Female,1986-07-04,inactive,7C0JF7Q05D,True,2025-08-22T13:50:53,joao,2025-09-22T00:00:00,import_script,2025-09-22T12:22:05,system,1458,22/09/25,Pizza Frango com Catupiry,2,Sobremesa
2658,Pedro Gomes,541.755.496-14,Female,1972-11-07,active,EJIDW9Y5U7,False,,,2025-08-24T00:00:00,system,2025-09-17T05:07:02,maria,1459,24/08/25,Pudim de Leite,2,Pizza
2659,Ana Mendonça,970.466.008-98,Female,1993-09-25,inactive,GWFRX9HU65,False,,,2025-08-28T00:00:00,joao,2025-09-24T19:02:34,maria,1460,28/08/25,Pudim de Leite,3,Pizza
2660,João Teixeira,016.311.889-69,Male,1980-10-16,active,CX0AF0HXY8,False,,,2025-08-30T00:00:00,ops_team,2025-09-01T01:45:03,maria,1461,30/08/25,Pizza Grande Calabresa,3,Sobremesa
2661,Beatriz Fernandes,495.736.114-57,Prefer not to say,1962-08-22,active,BCHXTHQ1D0,True,2025-08-23T03:13:45,import_script,2025-10-20T00:00:00,import_script,2025-11-03T20:30:50,maria,1462,20/10/25,Espaguete ao Alho e oleo,3,Pizza
2662,Camila Almeida,235.930.774-44,Female,1970-09-20,inactive,PDN6NX6QXA,False,,,2025-10-19T00:00:00,data_engineer,2025-10-28T11:30:28,import_script,1463,19/10/25,Nhoque ao Sugo,1,Pizza
2663,Lucas Fernandes,985.064.186-64,Male,1993-08-27,pending,KDE566KT56,False,,,2025-10-02T00:00:00,import_script,2025-10-02T04:10:05,maria,1464,02/10/25,Pizza Grande Margherita,1,Pizza
2664,Mariana Mendonça,703.042.351-35,Female,1967-05-21,active,YN5KYWFFG0,True,2025-10-29T23:41:50,joao,2025-09-21T00:00:00,system,2025-10-19T23:47:20,ops_team,1465,21/09/25,Pudim de Leite,2,Pizza
2665,Beatriz Oliveira,647.773.009-40,Male,1972-10-05,pending,9A2F2O4U80,False,,,2025-08-18T00:00:00,ops_team,2025-09-05T07:06:19,import_script,1466,18/08/25,Sorvete Artesanal,2,Massas
2666,Mateus Moraes,353.996.687-50,Female,1991-06-18,pending,DBZZPHCH1M,True,2025-08-19T04:57:40,system,2025-08-17T00:00:00,import_script,2025-08-17T22:38:34,maria,1467,17/08/25,Lasanha Bolonhesa,2,Massas
2667,Camila Moreira,462.374.035-48,Female,1985-04-02,inactive,16KA8XUK6X,False,,,2025-08-26T00:00:00,joao,2025-09-24T13:56:14,data_engineer,1468,26/08/25,Pizza Grande Calabresa,3,Pizza
2668,Bruno Santos,746.476.457-38,Female,1959-05-21,pending,U63M7IZOGO,False,,,2025-10-25T00:00:00,maria,2025-11-09T14:44:29,maria,1469,25/10/25,Espaguete ao Alho e oleo,2,Sobremesa
2669,Pedro Santos,464.805.531-04,Female,2001-03-10,pending,FCNHBAO1NS,False,,,2025-09-30T00:00:00,data_engineer,2025-10-29T13:24:26,system,1470,30/09/25,Espaguete ao Alho e oleo,3,Pizza
2670,Mariana Moreira,258.009.121-90,Female,1960-10-30,pending,D052IQYZ3J,True,2025-08-14T03:17:42,system,2025-08-22T00:00:00,maria,2025-09-19T05:10:31,data_engineer,1471,22/08/25,Pizza Grande Margherita,1,Sobremesa
2671,Ana Araujo,042.233.987-57,Female,1956-10-19,pending,Y1BKY8DJHD,False,,,2025-08-25T00:00:00,ops_team,2025-09-18T10:43:19,import_script,1472,25/08/25,Pizza Mussarela,2,Pizza
2672,Bruno Lima,109.179.991-65,Female,1967-09-16,pending,SMRU7664P2,False,,,2025-10-09T00:00:00,import_script,2025-10-24T20:28:01,data_engineer,1473,09/10/25,Sorvete Artesanal,3,Sobremesa
2673,Pedro Lima,860.138.932-30,Female,1968-03-06,pending,WLNJAS4G7R,False,,,2025-09-09T00:00:00,import_script,2025-10-01T23:20:12,joao,1474,09/09/25,Pudim de Leite,2,Sobremesa
2674,Thiago Barbosa,993.003.899-31,Male,1970-07-17,inactive,R23U4CSBL3,True,2025-10-08T02:22:51,ops_team,2025-10-25T00:00:00,maria,2025-11-09T15:19:07,import_script,1475,25/10/25,Tiramisu,3,Sobremesa
2675,Bruno Cardoso,220.998.975-56,Male,1989-01-28,pending,G4WB8UYNCO,False,,,2025-08-17T00:00:00,import_script,2025-08-29T01:48:55,data_engineer,1476,17/08/25,Ravioli de Queijo,1,Sobremesa
2676,Mateus Cardoso,012.004.057-47,Female,1961-07-12,pending,D7VNUECPUM,False,,,2025-08-23T00:00:00,ops_team,2025-09-22T11:43:18,ops_team,1477,23/08/25,Nhoque ao Sugo,3,Sobremesa
2677,Ana Moraes,164.216.359-50,Female,1982-11-20,inactive,I28QIUB5ZZ,True,2025-10-22T08:08:21,system,2025-09-04T00:00:00,import_script,2025-09-09T13:32:18,data_engineer,1478,04/09/25,Sorvete Artesanal,1,Sobremesa
2678,Beatriz Costa,795.213.197-56,Male,1998-02-14,pending,GLPU11S5VO,True,2025-08-28T02:40:36,data_engineer,2025-09-06T00:00:00,ops_team,2025-09-22T23:13:14,joao,1479,06/09/25,Espaguete ao Alho e oleo,2,Massas
2679,Sofia Araujo,693.790.750-31,Male,1989-10-17,pending,Y3MV6KP472,True,2025-09-09T06:15:16,maria,2025-09-11T00:00:00,ops_team,2025-09-12T13:06:54,import_script,1480,11/09/25,Pizza Mussarela,3,Pizza
2680,Gustavo Moraes,826.558.987-48,Female,1975-09-05,pending,T1XF88DW5K,False,,,2025-10-13T00:00:00,import_script,2025-10-14T11:21:31,ops_team,1481,13/10/25,Mousse de Chocolate,3,Sobremesa
2681,Camila Gomes,229.149.141-38,Female,1974-02-17,inactive,2Y8NNDY8JS,False,,,2025-09-27T00:00:00,import_script,2025-10-04T09:23:59,joao,1482,27/09/25,Tiramisu,2,Sobremesa
2682,Carlos Lima,343.743.973-15,Female,2007-08-24,inactive,4K2VZ4GNO3,False,,,2025-10-27T00:00:00,ops_team,2025-10-31T22:19:31,ops_team,1483,27/10/25,Pudim de Leite,3,Sobremesa
2683,Maria Moreira,432.381.561-17,Female,1987-07-16,inactive,YNVQCOB60W,False,,,2025-08-26T00:00:00,joao,2025-09-22T08:18:58,joao,1484,26/08/25,Pizza Mussarela,2,Pizza
2684,Beatriz Costa,928.162.352-16,Female,1988-08-07,pending,X66NXKA07R,False,,,2025-10-19T00:00:00,maria,2025-11-09T15:35:03,ops_team,1485,19/10/25,Pizza Grande Calabresa,2,Sobremesa
2685,Gabriela Pereira,359.696.418-90,Male,1987-08-21,inactive,EUVV99C9EJ,False,,,2025-10-05T00:00:00,joao,2025-10-30T21:34:59,maria,1486,05/10/25,Lasanha Bolonhesa,2,Sobremesa
2686,Carlos Rocha,425.228.959-66,Male,2006-03-07,inactive,JTV48GKO3B,True,2025-10-07T05:47:48,system,2025-09-18T00:00:00,maria,2025-10-14T15:40:34,ops_team,1487,18/09/25,Mousse de Chocolate,1,Pizza
2687,Camila Moreira,450.597.391-64,Female,1973-09-24,inactive,VGUK86QTYG,True,2025-10-19T13:18:45,maria,2025-10-30T00:00:00,ops_team,2025-11-03T15:34:39,import_script,1488,30/10/25,Pizza Grande Portuguesa,3,Sobremesa
2688,Mariana Cardoso,324.766.132-36,Male,2005-01-17,inactive,QJ7QNO8SVK,False,,,2025-09-10T00:00:00,system,2025-09-21T01:07:28,system,1489,10/09/25,Pizza Mussarela,3,Pizza
2689,Bruno Gomes,798.883.298-71,Female,1977-11-23,inactive,04ARU06N0Z,False,,,2025-10-03T00:00:00,import_script,2025-10-24T06:37:03,system,1490,03/10/25,Pizza Mussarela,3,Sobremesa
2690,Camila Moreira,352.471.247-79,Female,1959-02-10,inactive,PW0K1BAPFJ,True,2025-09-10T02:55:53,data_engineer,2025-10-05T00:00:00,system,2025-10-24T08:54:52,ops_team,1491,05/10/25,Sorvete Artesanal,2,Sobremesa
2691,Maria Souza,283.416.526-72,Female,2000-08-23,active,VLNP9ON4X3,False,,,2025-10-04T00:00:00,data_engineer,2025-10-04T12:47:55,joao,1492,04/10/25,Pizza Frango com Catupiry,1,Sobremesa
2692,Sofia Fernandes,628.400.825-69,Male,1961-10-18,inactive,32VRFJ2O5E,True,2025-08-22T06:57:54,import_script,2025-11-07T00:00:00,maria,2025-11-08T19:07:48,joao,1493,07/11/25,Pizza Grande Portuguesa,1,Sobremesa
2693,Gustavo Souza,509.756.380-45,Female,1967-10-04,active,DXS5C2CQX2,False,,,2025-09-05T00:00:00,import_script,2025-09-09T03:34:47,import_script,1494,05/09/25,Sorvete Artesanal,2,Sobremesa
2694,Rafael Mendonça,484.696.744-27,Female,1975-07-15,pending,XAD1698XTZ,False,,,2025-09-28T00:00:00,data_engineer,2025-10-05T12:07:25,ops_team,1495,28/09/25,Lasanha Bolonhesa,3,Pizza
2695,Mariana Silva,911.290.951-75,Female,1975-08-30,inactive,U2A7NH1JJX,False,,,2025-10-27T00:00:00,maria,2025-11-05T13:19:57,import_script,1496,27/10/25,Pizza Grande Margherita,3,Sobremesa
2696,Beatriz Lima,597.343.141-49,Male,1982-03-18,inactive,X1L1LTLQH0,True,2025-08-27T08:39:44,ops_team,2025-10-20T00:00:00,maria,2025-11-09T15:39:17,ops_team,1497,20/10/25,Tiramisu,2,Sobremesa
2697,Rafael Costa,469.877.489-85,Male,1969-02-13,active,SA8I27DUSW,True,2025-09-10T13:02:39,import_script,2025-09-08T00:00:00,ops_team,2025-09-19T19:18:33,system,1498,08/09/25,Sorvete Artesanal,1,Massas
2698,Carlos Cardoso,187.204.273-56,Male,1968-06-25,inactive,MC4GQJTEM5,True,2025-09-21T10:57:19,maria,2025-08-19T00:00:00,joao,2025-09-18T17:32:48,ops_team,1499,19/08/25,Pizza Frango com Catupiry,2,Pizza
2699,Beatriz Mendonça,096.512.399-36,Female,1964-01-28,inactive,L04STZL6JM,True,2025-09-15T06:06:32,joao,2025-11-08T00:00:00,joao,2025-11-09T15:26:01,joao,1500,08/11/25,Ravioli de Queijo,3,Sobremesa
2700,Gabriela Fernandes,466.617.956-23,Male,1963-05-18,pending,Z6XY0SFD8S,True,2025-08-23T19:33:44,data_engineer,2025-10-28T00:00:00,import_script,2025-11-09T15:27:16,maria,1501,28/10/25,Pizza Grande Portuguesa,3,Sobremesa
2701,Luís Almeida,423.965.222-03,Female,1976-11-01,inactive,2TD4OKVB22,True,2025-10-01T23:16:55,system,2025-10-17T00:00:00,maria,2025-11-08T17:56:55,joao,1502,17/10/25,Pizza Grande Calabresa,2,Pizza
2702,Gabriela Silva,686.659.519-86,Female,1973-06-29,inactive,P74FMDZJ95,True,2025-10-23T21:58:20,maria,2025-09-24T00:00:00,import_script,2025-10-13T15:16:57,joao,1503,24/09/25,Pizza Grande Calabresa,2,Sobremesa
2703,Mateus Lima,438.175.517-44,Male,1976-05-21,active,9OH25237V5,True,2025-08-15T11:21:19,import_script,2025-09-04T00:00:00,joao,2025-09-30T17:34:40,data_engineer,1504,04/09/25,Mousse de Chocolate,1,Sobremesa
2704,Rafael Gomes,041.262.220-36,Male,1967-09-24,active,S47KH0X9J7,False,,,2025-10-06T00:00:00,system,2025-10-16T09:53:36,system,1505,06/10/25,Pizza Mussarela,3,Pizza
2705,Lucas Fernandes,391.321.997-34,Female,1999-03-31,active,CYNO4HF2M6,False,,,2025-10-11T00:00:00,system,2025-11-09T15:28:06,data_engineer,1506,11/10/25,Nhoque ao Sugo,2,Sobremesa
2706,Sofia Santos,592.677.772-39,Female,1961-08-19,pending,QS2SF0MQKU,False,,,2025-09-24T00:00:00,system,2025-10-22T00:38:52,data_engineer,1507,24/09/25,Lasanha Bolonhesa,2,Pizza
2707,Lucas Silva,111.742.465-28,Male,1973-06-17,active,VG5559EO2H,False,,,2025-08-28T00:00:00,ops_team,2025-09-04T06:41:30,data_engineer,1508,28/08/25,Lasanha Bolonhesa,3,Sobremesa
2708,Patrícia Pereira,500.952.070-77,Female,2005-08-23,pending,UZYITU7DPD,True,2025-09-02T07:13:21,joao,2025-09-02T00:00:00,maria,2025-09-12T23:29:31,joao,1509,02/09/25,Pizza Frango com Catupiry,3,Pizza
2709,Maria Ribeiro,322.764.649-98,Female,1998-01-01,inactive,06X3ISWO8K,True,2025-10-25T16:00:14,import_script,2025-10-10T00:00:00,import_script,2025-11-09T06:59:09,maria,1510,10/10/25,Pizza Grande Portuguesa,1,Pizza
2710,Luís Dias,777.850.870-71,Male,2005-02-22,active,UXV02ZTJZR,True,2025-09-13T18:03:19,ops_team,2025-10-12T00:00:00,joao,2025-10-25T00:32:11,ops_team,1511,12/10/25,Espaguete ao Alho e oleo,1,Sobremesa
2711,Gustavo Cardoso,405.284.205-41,Female,1995-06-15,active,OM0P3FBANA,False,,,2025-08-24T00:00:00,data_engineer,2025-09-10T16:47:34,data_engineer,1512,24/08/25,Pudim de Leite,3,Sobremesa
2712,Lucas Almeida,227.821.228-90,Female,1999-07-11,pending,Z0CIEQT11A,False,,,2025-10-26T00:00:00,ops_team,2025-11-09T15:33:29,ops_team,1513,26/10/25,Pizza Grande Margherita,1,Sobremesa
2713,Carlos Mendonça,021.025.408-31,Male,1971-03-04,inactive,3O7NZXLSDT,False,,,2025-10-20T00:00:00,joao,2025-10-26T06:20:07,system,1514,20/10/25,Pizza Grande Margherita,3,Pizza
2714,Ana Pereira,633.629.721-40,Male,1988-03-02,inactive,76LQMVS6A1,True,2025-09-13T17:49:29,maria,2025-09-28T00:00:00,system,2025-10-19T18:24:41,import_script,1515,28/09/25,Mousse de Chocolate,3,Sobremesa
2715,Beatriz Silva,024.613.105-55,Male,1975-06-07,inactive,EEHSV1G0C1,True,2025-10-24T10:06:14,joao,2025-10-15T00:00:00,ops_team,2025-11-07T10:28:43,import_script,1516,15/10/25,Ravioli de Queijo,1,Sobremesa
2716,Thiago Ribeiro,171.104.090-06,Male,2001-02-19,active,FOP1UY11QF,False,,,2025-08-20T00:00:00,data_engineer,2025-08-29T11:33:08,joao,1517,20/08/25,Pudim de Leite,3,Sobremesa
2717,Sofia Mendonça,959.043.543-26,Male,1969-01-02,inactive,J40GSOTU3C,False,,,2025-08-29T00:00:00,system,2025-09-15T17:57:18,joao,1518,29/08/25,Lasanha Bolonhesa,1,Pizza
2718,Lucas Fernandes,516.820.846-63,Female,1968-05-13,active,9X3H45UDG3,False,,,2025-10-03T00:00:00,ops_team,2025-10-12T14:07:29,maria,1519,03/10/25,Espaguete ao Alho e oleo,3,Massas
2719,Gustavo Teixeira,438.049.317-26,Female,2004-01-18,active,QCO9633UYY,False,,,2025-10-02T00:00:00,joao,2025-11-01T04:27:53,ops_team,1520,02/10/25,Nhoque ao Sugo,2,Sobremesa
2720,Thiago Dias,659.266.386-90,Male,1980-01-12,inactive,6KA5OZ01W6,False,,,2025-11-01T00:00:00,data_engineer,2025-11-09T14:46:56,data_engineer,1521,01/11/25,Nhoque ao Sugo,3,Pizza
2721,Fernanda Barbosa,567.993.681-83,Male,1967-10-06,pending,MH2YZFHS4K,False,,,2025-09-07T00:00:00,import_script,2025-09-13T12:51:44,ops_team,1522,07/09/25,Nhoque ao Sugo,2,Sobremesa
2722,Camila Oliveira,398.917.826-27,Male,1958-12-14,inactive,C81QPH96G6,True,2025-08-15T10:23:06,system,2025-08-19T00:00:00,data_engineer,2025-09-17T15:23:54,system,1523,19/08/25,Pizza Grande Portuguesa,2,Sobremesa
2723,Bruno Moraes,942.005.758-53,Female,1996-12-04,pending,CMFKTNNSOB,True,2025-09-28T21:12:02,import_script,2025-10-06T00:00:00,joao,2025-10-22T02:20:07,import_script,1524,06/10/25,Pizza Grande Calabresa,2,Sobremesa
2724,Larissa Barbosa,704.806.488-36,Male,1993-11-09,pending,FZZR0D4J6O,True,2025-09-12T09:34:23,data_engineer,2025-09-03T00:00:00,system,2025-09-22T11:22:00,joao,1525,03/09/25,Ravioli de Queijo,3,Pizza
2725,Thiago Dias,551.432.509-81,Male,1989-08-03,inactive,WWWPSCS3CM,True,2025-10-05T13:54:13,system,2025-08-26T00:00:00,data_engineer,2025-09-07T04:26:57,data_engineer,1526,26/08/25,Ravioli de Queijo,2,Massas
2726,João Pereira,671.246.120-76,Female,1987-05-04,active,H1D30WSJMJ,True,2025-10-19T05:10:38,system,2025-08-19T00:00:00,maria,2025-08-19T14:52:55,joao,1527,19/08/25,Lasanha Bolonhesa,2,Sobremesa
2727,Mateus Teixeira,188.152.045-43,Male,1962-06-07,pending,7D1SHVCOYF,False,,,2025-09-25T00:00:00,system,2025-10-13T14:36:43,import_script,1528,25/09/25,Espaguete ao Alho e oleo,3,Pizza
2728,Mateus Souza,547.867.793-33,Female,1997-10-01,inactive,NMBWPBREBX,False,,,2025-08-24T00:00:00,ops_team,2025-09-16T17:17:58,joao,1529,24/08/25,Tiramisu,2,Sobremesa
2729,Patrícia Lima,454.467.781-28,Prefer not to say,1975-02-23,pending,G6PVE4R8U0,True,2025-08-21T07:51:16,maria,2025-09-17T00:00:00,maria,2025-10-16T11:18:58,data_engineer,1530,17/09/25,Pizza Mussarela,3,Sobremesa
2730,Gustavo Fernandes,671.594.306-20,Female,1980-11-25,pending,RXVF16GYEB,True,2025-11-01T10:17:48,ops_team,2025-11-03T00:00:00,import_script,2025-11-09T14:55:20,import_script,1531,03/11/25,Nhoque ao Sugo,2,Sobremesa
2731,Larissa Almeida,057.121.844-83,Female,1962-09-15,active,H056NZ02LH,True,2025-08-24T18:55:26,ops_team,2025-10-14T00:00:00,import_script,2025-10-23T03:49:37,import_script,1532,14/10/25,Tiramisu,3,Pizza
2732,Lucas Silva,121.987.878-23,Male,1970-01-08,active,PAEZHD1RFY,False,,,2025-10-30T00:00:00,maria,2025-11-03T23:10:05,maria,1533,30/10/25,Espaguete ao Alho e oleo,1,Sobremesa
2733,Mariana Moraes,425.963.635-75,Male,1961-01-21,pending,KTVU79Z5R9,True,2025-10-17T04:49:30,joao,2025-08-13T00:00:00,import_script,2025-09-05T08:01:23,joao,1534,13/08/25,Lasanha Bolonhesa,3,Sobremesa
2734,Gabriela Almeida,108.125.739-06,Female,1963-09-18,pending,1WJR977ACE,True,2025-11-04T17:07:53,joao,2025-08-26T00:00:00,import_script,2025-08-26T22:36:19,joao,1535,26/08/25,Lasanha Bolonhesa,1,Sobremesa
2735,Fernanda Moraes,017.122.634-46,Female,1958-11-03,active,0JS4GAIYHJ,False,,,2025-10-26T00:00:00,ops_team,2025-11-09T15:26:16,data_engineer,1536,26/10/25,Mousse de Chocolate,1,Pizza
2736,Sofia Fernandes,670.494.158-40,Male,1982-08-31,inactive,HWOB93ITJH,False,,,2025-08-26T00:00:00,joao,2025-09-02T03:21:56,system,1537,26/08/25,Sorvete Artesanal,1,Massas
2737,Mariana Cardoso,808.883.675-01,Female,1993-06-27,inactive,GVQNIWP7JK,True,2025-11-05T10:18:19,import_script,2025-09-07T00:00:00,data_engineer,2025-09-18T07:16:53,data_engineer,1538,07/09/25,Pudim de Leite,2,Sobremesa
2738,Bruno Araujo,513.316.481-99,Female,1959-09-12,inactive,ZWRJQNDWIQ,False,,,2025-10-28T00:00:00,data_engineer,2025-11-09T15:15:45,ops_team,1539,28/10/25,Pizza Grande Portuguesa,2,Sobremesa
2739,Luís Dias,270.585.943-16,Male,1959-09-13,active,EU3AC36NYI,False,,,2025-09-30T00:00:00,system,2025-10-27T15:08:22,data_engineer,1540,30/09/25,Nhoque ao Sugo,2,Sobremesa
2740,Gustavo Oliveira,469.771.431-91,Male,1957-12-05,inactive,GSK4B8Y44W,True,2025-09-02T06:38:44,system,2025-08-29T00:00:00,data_engineer,2025-08-31T08:58:45,joao,1541,29/08/25,Ravioli de Queijo,1,Massas
2741,Patrícia Ribeiro,765.144.789-46,Female,1997-01-16,inactive,2NVJ7XJADJ,False,,,2025-08-22T00:00:00,maria,2025-08-30T03:05:01,joao,1542,22/08/25,Tiramisu,1,Massas
2742,Mateus Mendonça,658.440.650-46,Female,1971-02-27,inactive,N24IWYBCK6,False,,,2025-09-19T00:00:00,ops_team,2025-10-19T11:37:16,maria,1543,19/09/25,Pizza Frango com Catupiry,3,Sobremesa
2743,Mariana Barbosa,609.692.861-90,Female,1995-11-06,active,WE04IBJ8WG,True,2025-10-26T12:45:03,data_engineer,2025-08-25T00:00:00,joao,2025-09-07T14:32:08,system,1544,25/08/25,Lasanha Bolonhesa,2,Sobremesa
2744,Carlos Silva,614.418.009-28,Male,1969-09-04,inactive,UW7LFZ5WSP,False,,,2025-11-03T00:00:00,import_script,2025-11-09T15:36:53,import_script,1545,03/11/25,Pizza Grande Portuguesa,2,Pizza
2745,Gustavo Rocha,336.257.226-10,Female,1996-06-29,inactive,PRT4JJ1BNJ,False,,,2025-08-23T00:00:00,import_script,2025-09-08T05:58:51,maria,1546,23/08/25,Pudim de Leite,1,Sobremesa
